sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,caffeine_intake_mg,mood_score,fatigue_level,assignment_load,deadline_pressure,social_interaction_score,financial_worry_score,health_condition_score,stress_level
6.17,4.44,5.86,3.43,3,401,4,6,8,4,5,5,6,Medium
6.83,5.22,6.89,4.22,0,245,7,5,7,5,7,8,5,Medium
6.13,4.48,5.37,2.14,9,115,3,7,5,7,5,5,5,Medium
7.34,5.98,5.0,2.08,12,167,4,6,6,8,4,7,7,Medium
6.67,6.4,6.79,3.91,13,251,4,5,8,7,7,5,6,Medium
7.63,2.86,7.03,3.56,3,249,2,7,6,8,7,6,6,Medium
6.44,6.8,6.53,2.35,0,193,5,8,7,6,8,7,4,Medium
7.14,5.31,5.84,3.66,6,154,4,5,6,6,5,8,6,Medium
8.21,5.78,5.81,2.68,0,128,5,5,4,8,3,5,7,Medium
7.1,4.91,6.06,3.89,6,220,6,3,7,10,6,7,6,Medium
6.89,5.77,8.61,8.61,6,191,6,6,6,3,4,8,6,Medium
6.44,4.91,7.09,3.31,6,202,8,4,6,5,7,7,6,Medium
6.44,4.87,3.89,3.89,0,154,3,6,6,8,8,8,6,Medium
7.38,7.45,7.68,7.68,28,239,4,6,7,3,8,8,4,Medium
7.25,5.38,5.71,3.8,13,237,6,4,6,4,7,6,6,Low
7.07,5.3,5.56,2.46,18,204,5,5,6,8,5,6,7,Medium
5.91,5.25,5.59,2.86,21,236,5,6,8,5,4,8,9,Medium
6.91,5.56,5.58,2.37,0,174,4,5,4,9,8,5,5,Medium
6.96,6.08,5.99,2.99,10,240,3,6,7,4,6,6,9,Medium
6.34,5.45,6.36,2.97,22,241,3,6,6,9,5,7,7,Medium
5.92,6.58,6.48,2.73,3,302,1,8,9,9,6,7,6,High
6.27,5.39,6.32,3.48,14,252,3,7,10,8,8,7,8,Medium
6.16,6.57,6.36,2.57,2,284,4,6,10,8,3,6,6,Medium
6.88,7.83,5.99,2.53,0,217,3,6,9,6,7,9,4,Medium
5.16,6.73,6.51,2.77,0,264,3,6,9,10,6,5,8,High
5.96,6.81,7.05,2.25,0,250,5,7,10,8,5,6,6,High
6.87,9.24,7.32,3.38,0,215,4,6,8,8,6,7,6,Medium
7.11,4.55,4.98,2.05,30,217,2,9,6,5,6,7,6,Medium
7.89,6.06,6.4,2.64,6,235,5,7,9,4,8,6,5,Medium
7.76,4.91,6.86,3.32,2,123,4,4,7,7,6,4,5,Medium
6.18,4.64,4.75,1.77,33,291,6,6,5,6,5,8,6,Medium
6.05,5.78,6.78,4.51,0,258,3,5,6,7,5,7,5,Medium
7.35,6.08,6.09,3.88,14,143,6,7,8,5,7,4,5,Medium
7.78,4.88,5.57,3.32,17,233,5,6,6,6,6,8,6,Medium
6.36,4.29,4.51,2.65,24,168,3,5,7,5,6,6,7,Medium
7.41,3.06,6.98,3.47,11,216,2,6,6,6,6,6,6,Medium
8.04,3.48,5.39,3.0,0,195,3,5,7,4,6,6,8,Medium
6.74,2.85,3.49,2.85,16,217,6,5,7,8,4,5,4,Medium
6.74,5.01,5.61,2.87,0,205,4,5,4,8,9,5,5,Medium
6.21,4.99,5.92,3.31,40,81,4,5,7,5,5,9,7,Medium
6.93,6.4,3.98,1.97,0,174,3,5,7,6,8,7,7,Medium
5.69,5.37,4.31,2.57,15,222,6,4,5,6,6,8,6,Medium
6.93,3.49,6.77,2.87,17,193,5,4,4,5,5,8,6,Medium
7.15,4.91,6.86,3.32,0,110,4,6,5,5,8,6,6,Medium
7.69,5.4,5.43,2.44,1,217,3,5,6,7,9,7,5,Medium
6.63,5.16,7.2,2.11,21,300,5,5,5,6,6,8,7,Medium
6.43,3.09,5.47,3.02,12,197,4,6,6,8,5,6,8,Medium
6.8,5.03,5.01,3.54,32,243,6,3,6,6,7,7,6,Medium
6.67,4.64,6.51,2.58,34,242,2,5,5,6,9,8,7,Medium
7.38,2.87,5.41,3.88,0,64,6,5,6,6,8,7,7,Medium
24.0,4.76,6.52,2.52,0,171,3,5,5,7,6,8,6,Medium
6.8,4.94,6.78,2.34,25,229,4,5,6,10,4,8,8,Medium
8.0,6.28,5.3,2.59,0,338,3,7,7,5,7,6,6,Medium
6.88,3.6,5.57,3.51,9,263,6,5,5,6,6,8,7,Medium
7.37,5.33,4.49,2.83,2,217,5,3,6,5,7,5,7,Medium
8.15,6.08,7.14,3.08,23,173,7,7,5,2,5,6,5,Medium
7.52,5.38,4.15,3.6,6,223,4,5,7,6,9,7,6,Medium
6.44,3.88,6.79,3.36,17,322,2,5,8,6,7,6,7,Medium
6.8,4.73,3.71,2.22,15,319,3,6,6,7,7,6,7,Medium
5.79,4.45,7.06,3.77,20,206,3,8,6,6,5,8,6,Medium
7.26,6.18,6.44,2.03,2,187,5,8,8,6,3,9,8,Medium
6.4,6.21,9.32,1.77,2,287,2,7,10,9,5,5,6,High
6.35,4.56,8.15,2.81,0,266,2,8,8,6,9,7,5,Medium
6.23,5.95,7.51,3.11,0,280,6,5,7,8,7,5,8,Medium
6.42,5.82,7.35,2.89,7,251,1,8,9,8,5,9,5,High
5.98,6.41,5.28,1.2,0,284,5,7,8,8,5,6,5,High
6.74,8.27,5.86,2.69,6,217,5,5,8,6,5,7,6,Medium
5.73,6.81,5.26,3.53,0,264,3,7,7,9,7,7,6,Medium
6.28,3.65,5.6,2.62,16,211,4,8,7,4,7,5,6,Medium
6.42,4.71,5.54,3.35,17,142,3,8,5,7,8,6,8,Medium
6.13,4.35,4.27,1.7,12,224,3,10,6,6,8,6,5,Medium
6.76,4.64,7.31,3.6,11,78,5,6,6,10,9,7,5,Medium
5.34,5.74,4.68,2.95,0,200,6,5,6,6,5,4,6,Medium
6.94,5.21,6.85,2.68,7,150,2,5,7,6,9,5,5,Medium
7.15,3.86,4.0,1.45,18,183,5,4,10,5,7,6,7,Low
6.28,3.67,3.69,1.39,3,198,3,7,5,8,3,6,5,Medium
24.0,3.56,5.24,3.08,1,229,3,7,7,5,4,7,5,Medium
7.48,1.85,7.29,2.89,0,127,2,5,9,5,6,6,7,Medium
6.01,3.53,5.94,3.48,0,281,1,6,6,8,6,8,5,Medium
6.67,4.88,2.59,2.59,0,246,4,6,6,8,5,8,4,Medium
7.2,0.48,10.03,3.23,52,72,6,5,7,8,6,3,7,Medium
7.73,2.19,9.52,1.86,19,175,5,7,5,4,8,6,6,Medium
7.24,4.04,7.94,4.81,37,84,6,7,7,5,8,5,7,Medium
7.53,2.68,6.6,3.74,29,266,3,6,6,5,10,9,7,Medium
8.22,2.22,7.56,2.97,42,143,6,4,6,6,8,6,8,Medium
6.39,3.26,7.18,2.22,29,110,4,7,5,5,4,8,5,Medium
7.15,3.24,8.55,3.66,43,115,6,6,8,5,7,6,9,Medium
7.01,2.47,8.47,3.64,19,49,6,6,5,3,5,4,6,Medium
7.75,1.1,9.17,3.48,48,240,4,6,9,5,6,8,5,Medium
6.97,3.37,9.77,3.21,47,187,7,8,8,5,8,6,7,Medium
7.3,4.38,8.93,3.27,27,232,3,7,7,4,7,6,8,Medium
6.68,1.51,7.46,2.08,53,259,4,6,6,7,6,5,5,Medium
7.36,2.75,9.1,3.01,35,114,5,5,6,6,7,5,6,Medium
7.33,1.66,8.7,2.36,50,307,6,5,4,6,4,7,6,Medium
7.05,1.76,9.18,2.4,44,146,5,5,5,5,9,5,8,Medium
8.16,1.97,6.9,3.14,30,279,7,4,5,4,5,6,8,Low
7.22,1.95,8.74,3.89,44,153,6,4,6,5,10,4,6,Medium
6.97,2.72,9.2,3.34,26,172,3,7,3,5,4,8,5,Medium
7.92,2.64,8.19,3.23,26,175,5,6,5,3,6,4,8,Medium
7.75,3.76,8.05,3.01,60,163,4,7,4,6,8,7,5,Medium
7.2,3.75,5.64,2.85,20,138,4,5,5,5,10,9,5,Medium
8.21,2.39,8.48,2.9,29,226,4,4,6,4,4,6,5,Medium
7.01,4.16,9.55,2.92,36,279,5,5,6,5,8,5,7,Medium
7.2,1.81,6.27,3.3,49,129,5,6,6,4,5,8,7,Medium
7.14,2.49,9.29,3.86,17,227,4,9,5,5,6,2,7,Medium
6.31,1.79,8.02,3.87,46,157,5,7,6,4,8,7,7,Medium
6.95,3.53,8.26,2.24,32,172,5,5,7,5,6,6,7,Medium
7.85,2.2,7.74,2.27,45,253,5,7,5,5,7,4,7,Medium
6.03,3.46,9.01,2.36,27,140,5,6,9,9,4,7,6,Medium
6.65,4.41,10.57,1.94,37,293,5,7,8,10,6,8,6,Medium
6.73,5.1,9.26,2.33,24,264,2,9,9,7,6,5,5,High
7.04,4.48,9.31,3.34,29,171,4,7,7,7,7,5,7,Medium
5.87,3.87,12.13,3.01,14,271,1,10,5,7,2,4,6,High
7.37,4.08,10.04,3.65,51,212,4,7,4,6,5,7,8,Medium
6.52,5.69,9.71,2.79,41,231,4,7,10,5,7,8,6,Medium
5.71,5.43,10.11,1.48,30,131,4,9,7,6,4,7,4,High
7.4,1.98,7.99,3.27,43,247,5,5,5,6,7,6,5,Medium
7.75,2.36,8.07,3.01,55,196,7,5,5,3,7,5,7,Low
7.01,3.49,10.11,3.14,0,9,4,7,3,3,5,5,6,Medium
7.53,0.89,8.22,2.05,48,214,3,5,4,4,7,5,8,Medium
6.47,2.17,6.85,2.29,23,226,3,6,4,5,6,7,5,Medium
7.71,1.94,7.87,3.29,29,169,3,3,5,5,7,7,6,Medium
7.03,3.09,9.05,9.05,26,147,2,6,6,9,7,8,6,Medium
6.6,3.75,9.02,2.28,42,226,6,6,7,5,4,6,5,Medium
8.23,1.73,10.02,3.76,22,252,4,5,8,6,7,5,8,Medium
7.63,0.0,9.09,3.22,36,144,4,6,7,7,7,6,5,Medium
7.56,3.25,9.89,3.76,29,216,4,5,4,6,7,2,4,Medium
7.07,2.87,7.98,1.92,27,190,5,7,6,5,5,5,4,Medium
7.11,3.9,9.04,3.86,33,247,5,6,5,7,9,6,6,Medium
8.02,2.66,7.03,4.34,31,176,6,4,7,4,3,5,7,Medium
7.01,1.25,9.95,3.01,54,151,3,6,4,6,9,5,4,Medium
8.4,1.49,8.15,2.3,58,89,5,6,6,6,4,5,7,Medium
7.02,2.19,9.43,4.07,22,298,7,8,7,5,5,5,3,Medium
7.31,3.16,8.31,2.52,12,189,3,6,7,4,7,5,5,Medium
6.69,2.4,8.74,2.09,32,164,4,5,4,8,5,8,7,Medium
6.58,3.9,8.55,3.11,33,122,2,9,6,4,9,6,6,Medium
7.73,2.16,9.22,1.19,28,111,5,6,4,5,7,5,7,Medium
7.27,3.73,9.13,2.96,26,127,5,6,5,5,6,6,6,Medium
7.2,1.07,7.0,2.99,43,124,3,6,5,6,9,7,5,Medium
7.0,3.18,8.61,2.0,20,152,6,6,4,4,7,7,8,Medium
8.12,3.08,6.39,3.24,50,162,6,6,8,6,7,2,6,Medium
7.96,1.98,8.13,2.27,58,267,6,5,4,5,7,7,7,Medium
9.09,1.76,6.64,2.69,18,77,6,3,4,4,5,6,8,Medium
6.69,2.53,8.72,1.68,8,187,5,6,6,8,6,6,8,Medium
5.8,3.2,10.49,3.13,57,129,4,4,5,5,4,7,8,Medium
7.75,2.82,8.59,4.23,37,170,6,5,5,6,5,4,7,Medium
7.48,1.54,9.64,3.05,35,251,6,6,8,7,5,4,4,Medium
8.27,1.93,8.23,2.35,45,144,4,4,4,6,3,4,7,Medium
5.91,1.31,8.35,3.01,61,176,3,8,4,6,4,6,6,Medium
6.9,3.23,7.6,2.2,38,190,5,4,4,6,6,5,6,Medium
7.85,3.74,11.79,3.03,31,255,4,6,10,6,6,3,6,Medium
7.74,4.74,9.06,2.34,41,177,4,7,10,10,8,7,5,Medium
6.64,2.47,10.16,3.68,14,176,3,8,6,6,6,3,6,Medium
6.96,3.06,9.56,3.36,20,138,5,7,10,6,10,4,6,Medium
6.17,4.05,8.63,2.01,30,138,3,8,9,7,5,6,4,Medium
6.4,3.73,8.46,1.37,46,185,3,6,9,9,10,8,6,Medium
6.8,3.96,9.79,2.28,6,147,2,8,7,6,4,7,6,Medium
6.63,5.47,9.83,3.69,24,201,5,9,6,7,7,3,7,Medium
5.99,3.69,7.99,3.4,21,237,3,5,3,4,6,8,9,Medium
7.6,3.11,8.99,3.77,33,178,5,6,6,4,8,4,6,Medium
8.78,3.16,10.1,3.46,41,227,7,4,8,2,7,5,5,Medium
6.82,1.39,10.44,2.93,36,202,3,8,7,7,6,7,5,Medium
7.18,3.19,9.14,1.79,34,153,5,8,6,6,9,8,6,Medium
7.21,3.66,9.09,2.74,42,164,7,6,4,7,4,5,6,Medium
7.92,3.19,8.66,2.21,23,186,4,6,4,4,9,8,4,Medium
6.58,0.51,7.57,3.44,32,194,5,5,3,6,6,4,5,Medium
24.0,2.23,7.81,3.2,35,263,3,4,3,7,9,7,8,Medium
7.7,4.85,8.91,2.84,41,241,3,5,4,4,7,3,7,Medium
7.75,2.31,10.03,2.0,51,207,3,6,3,9,4,5,6,Medium
7.92,3.31,6.65,2.9,0,98,2,7,4,4,6,8,6,Medium
7.63,3.6,7.3,2.84,6,125,5,5,5,3,9,2,7,Low
7.15,1.19,8.2,3.26,12,0,5,7,6,3,6,8,5,Medium
5.78,4.04,7.11,2.4,0,164,4,5,4,5,7,10,6,Medium
7.48,3.71,7.0,2.77,3,184,3,7,6,5,6,6,6,Medium
6.54,4.4,6.56,2.48,13,24,6,4,7,4,6,7,8,Medium
7.26,3.97,7.94,2.38,26,59,3,7,5,4,3,7,6,Medium
7.75,2.4,8.64,8.64,0,71,4,6,4,4,9,5,4,Medium
7.5,1.4,7.28,4.48,5,81,5,6,4,4,5,9,6,Medium
7.6,2.24,9.17,2.78,8,92,4,5,3,5,6,8,5,Medium
7.05,2.89,5.97,1.99,9,104,7,6,6,6,7,8,5,Medium
8.37,5.66,7.5,2.7,21,139,5,5,4,5,5,4,7,Medium
7.37,3.45,8.92,1.99,0,144,6,5,4,5,10,7,7,Medium
6.09,4.75,8.53,3.01,5,0,5,5,4,3,6,6,5,Medium
6.31,4.79,6.83,2.12,0,168,7,7,5,1,5,5,5,Medium
6.29,3.9,5.54,1.72,23,92,6,4,6,5,6,6,7,Medium
7.44,3.58,9.06,3.22,0,120,5,9,9,5,7,7,5,Medium
6.0,2.89,9.1,2.56,10,199,4,6,3,3,5,6,7,Medium
6.18,3.8,6.98,3.22,21,200,7,5,5,4,5,8,7,Medium
6.42,4.71,8.25,3.57,0,71,4,6,4,4,3,8,8,Medium
7.08,4.28,8.06,2.71,16,172,5,6,4,3,6,7,6,Medium
7.32,4.96,7.56,1.6,1,151,5,6,2,6,9,6,6,Medium
6.71,3.49,6.71,2.77,3,190,4,7,2,6,6,8,8,Medium
5.98,3.65,6.97,6.97,2,122,2,8,4,2,8,6,4,Medium
7.26,1.32,7.93,2.03,11,93,5,5,4,4,4,8,8,Medium
8.59,3.76,8.27,1.29,23,195,4,5,4,6,7,5,7,Medium
6.09,2.62,6.58,2.94,0,67,4,5,4,4,10,6,6,Medium
6.54,3.25,8.11,3.07,1,138,1,8,6,4,7,10,5,Medium
6.08,5.77,7.93,2.77,0,170,4,8,8,7,5,6,5,Medium
6.23,4.41,7.99,1.92,23,42,4,8,6,9,6,6,3,High
6.71,3.9,8.09,2.43,19,352,5,6,7,6,10,7,3,Medium
7.01,5.66,7.3,2.77,3,204,2,7,5,8,3,9,6,Medium
6.28,5.03,7.96,1.55,0,81,4,8,5,6,7,9,6,Medium
6.53,5.48,7.51,2.73,18,229,6,6,9,4,6,9,6,Medium
5.66,5.26,6.95,1.52,10,260,3,7,7,4,8,6,5,Medium
6.25,4.83,9.97,1.77,0,79,6,6,6,5,7,7,7,Medium
7.21,2.85,6.45,2.98,10,158,5,5,3,5,9,6,4,Medium
6.44,3.87,8.14,2.87,0,177,4,5,3,5,6,6,6,Medium
7.28,0.0,7.08,2.7,23,83,6,4,5,6,6,6,6,Medium
6.3,6.39,8.33,3.17,11,52,6,5,5,6,7,10,6,Medium
6.06,3.31,8.92,1.26,0,153,3,8,4,4,3,10,4,Medium
6.71,4.78,7.1,2.41,11,213,6,4,4,6,5,9,7,Medium
6.34,4.34,8.38,2.87,0,119,2,7,4,4,7,7,5,Medium
6.29,3.46,3.89,2.0,0,180,5,7,3,4,8,6,6,Medium
6.97,2.68,8.3,2.56,23,138,2,7,5,6,8,8,7,Medium
6.4,2.22,8.88,2.46,1,243,6,5,4,3,5,7,6,Medium
7.62,4.34,6.77,3.22,1,74,4,6,4,6,9,5,4,Medium
5.73,4.05,7.65,3.45,8,124,8,5,4,4,7,7,7,Medium
7.24,3.53,6.86,2.77,10,99,6,7,6,4,6,7,7,Medium
6.31,3.73,7.61,1.83,33,64,3,7,3,6,7,9,6,Medium
8.47,1.95,8.18,3.21,16,136,5,6,4,5,8,5,6,Medium
6.52,2.49,8.9,3.02,36,160,5,6,5,4,9,7,5,Medium
6.53,2.42,7.96,3.73,0,129,5,5,5,1,6,7,6,Medium
6.42,4.1,9.21,3.52,0,183,5,6,4,4,7,6,5,Medium
6.49,3.91,8.09,3.01,0,165,4,6,6,6,7,5,6,Medium
7.26,4.31,7.22,2.59,0,190,5,5,4,4,6,8,6,Medium
7.81,5.14,6.59,2.5,0,128,5,6,7,4,5,6,4,Medium
6.2,0.82,8.03,3.79,7,63,10,5,4,3,8,5,7,Medium
8.12,4.77,10.75,2.36,39,127,5,5,4,5,5,7,8,Medium
7.09,3.01,8.36,3.71,0,183,3,7,4,4,5,4,5,Medium
7.64,3.55,6.15,2.14,0,81,4,7,5,2,6,7,6,Medium
7.29,4.01,8.05,2.31,12,128,4,5,4,4,7,9,7,Medium
5.96,4.96,7.17,2.84,0,157,6,7,5,2,6,9,5,Medium
7.33,1.45,9.91,3.42,2,30,5,7,5,2,5,9,6,Medium
7.41,3.68,6.07,3.09,2,65,7,5,6,7,6,6,5,Medium
8.19,2.09,8.62,2.59,0,210,6,7,4,3,8,6,5,Medium
7.18,3.19,6.9,3.42,6,45,7,6,3,3,7,6,6,Low
6.55,4.0,8.07,3.24,3,246,4,9,6,3,5,9,7,Medium
6.76,3.17,7.31,2.92,20,182,6,6,5,6,6,8,6,Medium
6.74,3.3,8.83,1.97,0,275,3,6,6,1,5,2,6,Medium
5.48,5.53,6.86,2.31,0,298,6,7,8,7,3,5,5,Medium
7.69,5.27,8.3,1.31,9,265,3,6,8,5,6,5,5,Medium
6.3,4.18,8.35,3.05,0,191,4,8,7,5,4,8,4,Medium
6.64,5.84,9.81,2.77,0,265,2,7,7,5,7,7,7,Medium
6.46,6.81,7.79,2.99,0,255,4,5,4,7,7,6,5,Medium
6.78,5.37,8.0,2.28,30,277,1,8,8,7,5,6,4,Medium
5.47,3.49,8.45,2.78,11,138,3,6,5,3,4,7,5,Medium
6.45,5.24,8.5,2.99,0,233,4,9,6,6,4,7,5,Medium
6.6,4.26,7.77,3.64,0,141,6,4,3,5,5,6,5,Medium
6.82,3.96,7.86,3.36,25,164,4,5,4,5,4,8,6,Medium
7.25,1.84,8.32,2.46,3,201,9,4,6,4,10,8,5,Medium
6.7,3.13,8.75,2.62,0,120,10,8,6,6,6,2,6,Medium
6.78,3.81,7.54,1.59,12,186,4,7,5,5,6,7,6,Medium
7.43,4.32,9.56,3.89,6,0,5,5,6,3,6,8,4,Medium
6.08,4.02,8.11,2.87,0,89,1,8,4,4,6,5,3,Medium
6.71,4.22,7.94,3.05,0,122,4,7,8,4,3,4,5,Medium
7.81,3.66,8.8,2.31,24,90,7,5,5,4,6,5,6,Medium
6.87,6.25,8.56,2.69,0,138,5,8,3,4,7,6,6,Medium
6.44,5.39,7.3,2.4,0,136,6,5,6,2,4,9,5,Medium
6.52,2.55,7.86,4.05,14,96,5,8,6,4,1,5,7,Medium
7.76,2.39,4.99,1.17,37,385,5,4,4,8,5,10,7,Medium
6.26,3.74,6.48,0.96,37,287,8,5,5,2,9,6,8,Low
7.06,1.83,6.17,1.5,24,405,5,7,6,6,5,4,6,Medium
7.05,2.16,6.1,3.26,11,217,5,6,6,5,9,4,5,Medium
7.09,3.64,7.91,1.71,26,283,5,7,5,4,4,6,7,Medium
7.04,3.44,6.1,2.14,30,314,5,3,4,6,6,4,6,Medium
7.34,3.1,5.81,1.28,28,411,5,7,6,3,5,4,6,Medium
6.74,4.45,5.37,0.54,38,392,5,6,6,6,8,7,6,Medium
7.69,0.51,7.77,0.0,19,334,5,4,5,7,5,7,6,Medium
7.22,1.52,5.6,1.77,38,301,6,5,4,6,5,4,6,Low
6.67,2.0,5.48,2.07,23,346,5,6,6,5,6,8,6,Medium
5.96,3.06,4.86,1.52,53,290,4,7,6,3,5,5,7,Medium
7.47,2.9,4.85,2.12,18,207,4,6,6,4,7,8,5,Low
6.45,2.8,7.25,0.66,20,366,8,4,5,5,4,6,6,Low
8.06,1.55,7.7,1.58,32,278,3,7,6,4,6,6,5,Medium
7.3,3.41,6.92,0.0,40,487,3,5,5,8,6,8,6,Medium
6.77,2.67,6.12,1.96,30,366,6,5,5,6,6,8,6,Medium
7.3,1.58,5.1,0.45,14,317,4,5,6,7,5,7,8,Medium
7.64,3.58,6.35,2.19,31,376,5,5,5,3,6,9,6,Medium
6.95,2.44,5.4,0.22,18,368,4,5,6,7,10,6,8,Medium
6.55,3.58,6.64,1.22,0,348,2,7,7,6,5,7,6,Medium
7.6,2.73,6.12,1.1,15,202,3,5,6,5,7,6,7,Medium
8.03,0.73,5.01,0.95,44,239,5,5,8,5,6,8,5,Medium
7.39,1.69,5.35,3.27,32,374,2,7,7,3,6,6,7,Medium
7.31,1.91,6.1,0.95,24,380,5,5,7,8,7,8,7,Medium
6.95,2.53,6.67,1.5,19,257,3,7,5,7,4,8,5,Medium
7.14,2.26,7.33,0.58,40,348,6,3,6,2,7,5,6,Low
7.18,3.44,5.58,1.59,24,315,7,6,8,5,4,8,8,Medium
6.05,5.53,5.73,0.44,24,445,5,7,9,10,5,8,6,High
6.55,5.1,5.11,0.15,21,296,2,7,9,9,8,9,6,Medium
6.95,4.08,7.64,1.31,19,451,3,7,10,5,9,5,4,Medium
7.03,5.62,7.78,1.52,25,482,3,7,6,7,6,8,6,Medium
6.68,4.82,7.24,0.36,16,408,3,7,8,8,10,8,6,Medium
6.11,4.22,6.58,1.07,0,303,5,7,7,8,3,5,7,Medium
6.35,5.56,8.76,0.43,19,381,4,9,5,7,7,6,5,Medium
7.09,4.18,7.01,0.99,37,455,4,8,6,6,5,8,6,Medium
6.85,3.65,5.34,2.1,17,376,7,5,8,3,8,6,5,Medium
7.79,3.26,4.95,0.8,29,375,3,4,5,6,6,6,6,Medium
6.41,0.26,5.6,2.17,42,408,6,6,4,3,8,3,5,Medium
6.79,3.36,6.48,1.18,31,342,4,6,6,6,6,7,6,Medium
7.06,4.22,5.98,0.66,37,255,3,6,4,6,6,5,6,Medium
7.43,3.58,5.69,0.73,11,422,5,6,6,4,6,7,5,Medium
6.59,3.0,5.21,1.52,49,292,4,6,3,2,7,7,5,Medium
5.63,3.17,5.85,0.81,7,365,5,5,7,6,4,8,6,Medium
6.01,1.77,6.58,1.37,23,263,5,4,6,4,9,6,8,Medium
7.44,2.41,5.98,5.98,24,319,4,4,6,4,10,7,7,Medium
6.13,3.5,5.6,1.22,15,346,3,7,5,4,7,7,5,Medium
6.28,2.65,6.0,0.99,32,443,7,7,5,3,7,5,6,Medium
6.09,3.52,4.36,0.89,15,348,3,6,5,5,7,6,5,Medium
8.27,3.35,5.56,2.0,49,328,5,5,6,4,7,7,7,Medium
6.97,1.66,4.77,0.73,23,400,4,7,4,5,7,6,6,Medium
7.02,2.74,4.57,1.35,30,369,3,7,8,5,9,8,5,Medium
7.36,2.02,6.74,1.44,23,348,7,5,5,6,6,5,8,Medium
6.52,4.47,6.6,0.98,24,336,3,8,6,7,8,7,7,Medium
7.14,0.93,5.56,0.33,24,396,3,6,6,7,2,7,6,Medium
6.18,1.17,4.98,0.96,35,348,5,7,8,4,7,6,7,Medium
7.01,2.19,5.7,0.93,33,266,6,6,5,6,8,6,6,Medium
7.01,3.28,3.89,0.89,9,414,5,6,5,5,4,6,6,Medium
6.03,1.38,5.93,1.51,9,348,3,7,5,5,8,6,5,Medium
7.54,3.57,6.84,2.18,21,241,3,7,8,8,5,5,4,Medium
6.74,4.48,5.57,1.28,43,313,4,6,8,8,7,6,5,Medium
7.65,4.09,5.87,1.27,12,343,5,6,5,5,9,5,6,Medium
7.31,3.32,7.25,1.36,49,369,6,6,7,5,9,7,6,Medium
7.71,0.68,4.29,1.53,27,373,6,4,6,6,8,8,9,Medium
6.97,3.15,4.19,0.74,24,400,5,5,5,6,7,6,6,Medium
6.06,1.83,5.63,1.25,32,376,4,7,6,7,6,7,7,Medium
8.07,3.27,5.57,1.52,35,401,4,3,7,5,7,7,6,Medium
6.84,3.51,4.56,1.8,22,348,5,5,5,4,6,6,7,Medium
6.7,2.81,4.0,1.34,26,433,6,6,4,2,5,4,8,Medium
7.73,0.39,5.25,2.17,21,307,7,3,5,4,3,7,8,Low
5.32,3.75,7.93,1.23,12,469,3,7,9,8,6,6,7,High
5.27,3.18,6.89,0.56,12,291,3,9,8,7,6,8,4,High
6.96,2.2,6.27,0.6,29,393,3,7,8,6,7,5,7,Medium
5.52,3.07,8.79,1.1,4,410,7,7,7,6,6,3,7,Medium
6.66,3.91,5.78,1.32,17,281,5,9,10,7,4,8,5,High
5.05,4.25,7.11,0.58,16,465,4,9,8,6,2,7,6,High
6.28,5.57,6.04,1.1,1,421,3,6,10,6,6,5,6,Medium
6.81,5.21,4.94,1.53,31,447,6,8,8,8,4,8,6,Medium
6.73,1.34,5.43,0.44,21,271,10,6,5,5,4,7,5,Medium
7.86,2.3,6.72,2.5,23,348,6,5,7,6,7,6,6,Medium
6.56,2.15,7.51,1.87,27,327,4,7,6,6,8,7,5,Medium
6.92,0.71,6.2,1.51,36,348,4,7,6,7,7,8,4,Medium
6.6,4.21,6.69,1.32,9,334,3,5,5,6,3,8,6,Medium
6.92,2.87,4.65,1.27,15,293,5,8,6,4,8,6,7,Medium
6.67,2.84,5.88,1.54,34,308,4,7,5,6,4,6,7,Medium
7.99,1.68,5.29,0.83,43,335,4,4,4,6,5,9,7,Medium
7.23,1.82,6.41,1.77,30,344,5,4,7,5,4,9,8,Medium
6.62,1.79,5.48,2.59,10,344,2,6,5,6,7,5,6,Medium
7.75,1.13,4.91,0.73,22,381,5,4,5,6,8,5,7,Medium
6.85,3.92,5.51,1.33,26,331,7,4,6,6,3,5,6,Medium
6.04,7.03,3.84,3.12,0,179,5,5,6,5,5,4,7,Medium
7.48,5.8,5.66,2.17,21,173,4,6,4,8,8,5,7,Medium
5.81,3.91,5.38,2.68,7,82,4,6,8,7,9,9,7,Medium
8.77,4.01,3.58,3.58,10,173,3,6,5,6,6,7,5,Medium
6.49,6.75,2.71,2.15,9,128,4,7,7,4,7,7,5,Medium
5.67,6.09,4.07,2.7,2,137,4,7,8,3,6,6,5,Medium
7.38,7.12,4.47,2.41,0,194,4,5,9,5,5,2,6,Medium
6.46,4.12,4.75,1.64,1,251,6,6,4,3,4,7,6,Medium
5.67,6.53,4.87,2.14,20,231,5,5,6,4,7,6,4,Medium
8.18,5.12,4.02,3.4,23,0,5,5,6,3,8,5,4,Medium
7.07,5.34,5.41,2.08,17,124,6,6,6,4,5,5,6,Medium
8.57,4.87,6.04,3.65,4,145,5,3,5,5,9,5,6,Medium
5.9,6.11,4.26,2.38,2,145,5,6,6,5,8,7,6,Medium
8.0,6.15,5.3,2.74,0,241,4,5,6,5,7,5,7,Medium
6.94,5.35,3.07,2.52,7,186,7,6,4,3,5,8,6,Medium
7.0,5.34,2.61,2.61,0,116,6,3,7,2,7,7,6,Medium
9.0,4.71,4.17,2.33,6,199,6,4,7,3,8,6,7,Medium
